"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"exploser";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"evanno";-0,152;-0,129;-0,275;5,108;25,999;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"entreprise";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;5,378;15,178;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"enseigner";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;45,145;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"enceinte";3,56;-0,172;-0,367;-0,21;3,732;-0,217;-0,282;-0,282;2,411;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"empreinte";-0,203;4,442;-0,367;-0,21;-0,196;-0,217;-0,282;2,225;2,411;4,682;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"développement";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;6,838;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"détailler";-0,203;-0,172;-0,367;-0,21;3,732;-0,217;-0,282;-0,282;-0,267;4,682;-0,148;-0,235;11,486;-0,289;-0,175;-0,348;-0,264;-0,145
"département";-0,203;4,442;-0,367;3,399;-0,196;-0,217;-0,282;2,225;-0,267;-0,165;-0,148;-0,235;-0,3;2,139;-0,175;-0,348;-0,264;-0,145
"défi";-0,152;6,515;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"décryptage";-0,203;4,442;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;5,378;-0,235;11,486;-0,289;-0,175;-0,348;-0,264;-0,145
"décoder";-0,203;-0,172;43,875;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"déchiffrer";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;30,657;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"décembre";3,56;-0,172;-0,367;-0,21;-0,196;3,248;-0,282;-0,282;-0,267;4,682;-0,148;-0,235;-0,3;2,139;-0,175;-0,348;-0,264;-0,145
"débris";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;60,241;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"duel";-0,203;93,604;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"dreyfus";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;108,788;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"doter";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"dizaine";5,326;-0,129;-0,275;-0,158;5,559;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"diviser";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;17,72;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"disséminer";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;30,657;2,225;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"dessiner";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"desagnat";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;55,706;-0,175;-0,348;-0,264;-0,145
"culturel";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;16,564;-0,217;-0,131;-0,261;-0,198;-0,108
"course";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"couper";3,56;4,442;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;2,411;-0,165;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"cosmique";-0,203;-0,172;1,444;17,186;-0,196;-0,217;-0,282;2,225;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"conserver";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;12,35;2,225;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"connecter";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;7,771;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"conférence";79,201;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"confier";-0,203;4,442;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;2,411;-0,165;-0,148;2,909;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"conduire";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;2,225;2,411;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;5,536
"composition";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"complot";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;12,35;-0,282;2,411;-0,165;5,378;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"coin";-0,203;-0,172;-0,367;-0,21;-0,196;16,568;-0,282;-0,282;2,411;4,682;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"club";-0,203;-0,172;9,054;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;4,682;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"citoyen";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;17,72;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"cirou";-0,152;-0,129;32,88;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"chili";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"charlotte";-0,152;6,515;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"chanter";-0,203;-0,172;-0,367;3,399;44,645;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"capturer";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"broch";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;34,91;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"britannique";-0,203;-0,172;-0,367;-0,21;44,645;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"bref";-0,152;6,515;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"brack";-0,203;-0,172;23,198;-0,21;-0,196;-0,217;-0,282;2,225;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"boris";-0,203;-0,172;9,054;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;25,228;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"boiter";-0,203;-0,172;-0,367;-0,21;3,732;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;28,703;-0,289;-0,175;-0,348;-0,264;-0,145
"blessure";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"black";-0,203;21,438;-0,367;-0,21;-0,196;-0,217;-0,282;2,225;2,411;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"big_bang";-0,152;-0,129;-0,275;-0,158;25,999;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"big";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;2,225;13,121;4,682;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"biais";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;6,838;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"beccaro";-0,203;-0,172;-0,367;3,399;18,548;-0,217;-0,282;-0,282;-0,267;-0,165;5,378;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"barthès";-0,203;21,438;-0,367;-0,21;3,732;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;2,139;-0,175;-0,348;-0,264;-0,145
"banque";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"avancée";-0,152;-0,129;13,307;-0,158;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"arme";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;2,225;2,225;13,121;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"apprêter";-0,203;-0,172;9,054;3,399;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"anna";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;12,35;2,411;-0,165;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"angela";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;12,35;-0,267;-0,165;-0,148;-0,235;-0,3;11,992;-0,175;-0,348;-0,264;-0,145
"amy";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;3,769;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"amener";-0,203;-0,172;-0,367;17,186;-0,196;-0,217;2,225;-0,282;-0,267;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"allemagne";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;55,706;-0,175;-0,348;-0,264;-0,145
"affirmation";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;18,75;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"acheter";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;4,446;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"1ère";-0,203;-0,172;-0,367;-0,21;3,732;-0,217;-0,282;-0,282;2,411;4,682;5,378;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"épais";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"éjonatown";-0,152;70,147;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"économique";-0,152;6,515;-0,275;5,108;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"zapping";-0,152;6,515;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"yéti";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;18,75;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"william";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;6,838;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"we";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"vétérinaire";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"vérif";-0,152;70,147;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"véhicule";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;4,446;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"voie";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"vivant";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;16,564;-0,217;-0,131;-0,261;-0,198;-0,108
"vallée";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;31,154;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"unique";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"télescope";-0,152;-0,129;32,88;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"trump";5,326;6,515;-0,275;-0,158;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"transe";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"terrain";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"terme";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"technopolis";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"sénateur";5,326;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"sébastien";5,326;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"synthèse";-0,152;-0,129;2,439;-0,158;25,999;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"surprendre";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;3,769;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"supergirl";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;3,516;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"sud_ouest";-0,152;-0,129;2,439;-0,158;25,999;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"steven";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;4,446;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"sphère";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;18,75;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"souterrain";5,326;-0,129;-0,275;5,108;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"soulever";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;17,72;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"sortie";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;17,241;-0,131;-0,261;-0,198;-0,108
"sevan";-0,152;-0,129;2,439;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"session";-0,152;70,147;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"serpent";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;17,72;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"semer";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;3,769;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"saison";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"résoudre";-0,152;6,515;-0,275;-0,158;5,559;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"répéter";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"régulièrement";-0,152;-0,129;2,439;-0,158;5,559;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"réfugier";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"rédaction";-0,152;-0,129;32,88;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"réaction";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"russe";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"royaume";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;17,72;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"rire";-0,152;-0,129;-0,275;24,181;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"rice";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"retraite";-0,152;-0,129;-0,275;5,108;5,559;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"res";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"représentation";-0,152;-0,129;-0,275;-0,158;-0,147;23,355;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"relater";-0,152;-0,129;-0,275;24,181;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"rappel";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;29,241;-0,261;-0,198;-0,108
"raphaël";-0,152;29,854;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"qualité";5,326;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"prévoir";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"progrès";-0,152;-0,129;-0,275;5,108;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;3,836;-0,108
"prix";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;17,72;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"primitif";-0,152;-0,129;-0,275;5,108;-0,147;23,355;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"prime";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;17,241;-0,131;-0,261;-0,198;-0,108
"poétique";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"poubelle";-0,152;6,515;2,439;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"porteil";-0,152;-0,129;-0,275;5,108;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"pluie";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"plat";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"pied";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"phrase";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;17,72;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"photographe";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"personnel";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;4,446;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"peau";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"parvenir";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;4,446;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"participant";-0,152;-0,129;2,439;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"paroi";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"papou";-0,152;-0,129;2,439;5,108;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"orphelin";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"originaire";-0,152;-0,129;13,307;-0,158;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"négociation";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"noir";-0,152;-0,129;2,439;-0,158;5,559;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"neige";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"métrage";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;21,499;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"métier";-0,152;-0,129;-0,275;24,181;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"mériter";5,326;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"mémoire";-0,152;-0,129;-0,275;-0,158;5,559;-0,163;-0,211;17,72;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"mur";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"montage";-0,152;-0,129;13,307;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
