"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"désert";0,523;0,231;0,391;0,516;0,53;0,344;0;0,496;0,464;0,213;0,586;0,492;0,438;0,446;0,553;0,403;0,467;0,59
"animal";0,837;0,39;0,209;0,195;0,011;0,889;0,063;0,271;0,003;0,4;0,425;0,95;0,256;0,265;0,117;0,221;0,287;0,431
"agir";0,336;0,756;0,033;0,91;0,191;0,32;0,862;0,862;0,005;0;0,412;0,301;0,243;0,251;0,372;0,208;0,273;0,417
"permettre";0,365;0,664;0,001;0,814;0,373;0,349;0;0,286;0,299;0,635;0,439;0,9;0,38;0,28;0,4;0,236;0,302;0,445
"partie";0,38;0,42;0,81;0,135;0;0,365;0;0,302;0,946;0,429;0,454;0,346;0,287;0,296;0,63;0,251;0,318;0,46
"maison";0,074;0,04;0,273;0,407;0,603;0,399;0,197;0,869;0,35;0,033;0,418;0,38;0,917;0,888;0,449;0,286;0,353;0,491
"contact";0,323;0,363;0,734;0,954;0,901;0;0,482;0,482;0,859;0,768;0,399;0,959;0,23;0,238;0,358;0,196;0,26;0,404
"bruno";0,323;0,363;0,184;0,315;0,901;0,307;0,244;0,244;0,257;0,373;0,399;0,959;0,77;0,798;0;0,196;0,26;0,404
"état";0,696;0;0,118;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"vidéo";0;0,453;0,273;0,407;0,603;0,399;0,337;0,869;0,35;0,033;0,486;0,38;0,322;0,018;0,526;0,286;0,353;0,491
"utiliser";0,365;0,405;0,757;0,357;0,373;0,349;0;0,96;0,299;0,414;0;0,22;0,911;0,28;0,4;0,236;0,302;0,445
"système";0,453;0,49;0;0,446;0,461;0,438;0,734;0,377;0,39;0,015;0,522;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"spatial";0,38;0,42;0;0,372;0,389;0,787;0,302;0,302;0,001;0,587;0,454;0,346;0,287;0,296;0,415;0,251;0,318;0,46
"réputation";0,175;0,611;0,463;0,187;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0;0,502;0,51;0,608;0,47;0,529;0,641
"possible";0,365;0,405;0,001;0,357;0,373;0,349;0;0,96;0,999;0,414;0,439;0,33;0,271;0,28;0,4;0,236;0,302;0,445
"médecin";0,35;0,39;0,708;0,863;0,359;0,334;0,271;0,271;0,284;0,681;0,425;0,315;0,081;0,265;0;0,221;0,287;0,431
"mystérieux";0,397;0,436;0,255;0,389;0,086;0;0,319;0,319;0,332;0,046;0,47;0,362;0,304;0,313;0,431;0,268;0,335;0,452
"giorgio";0,415;0,453;0,273;0,407;0,423;0;0,337;0,337;0,35;0,462;0,486;0,38;0,322;0,331;0,449;0,286;0,353;0,491
"gens";0,737;0,42;0,239;0,372;0,005;0,365;0,302;0,987;0,946;0,587;0,454;0,346;0,965;0,296;0;0,251;0,318;0,46
"expérience";0,837;0,39;0,708;0,195;0,162;0,334;0,063;0,383;0,95;0,4;0;0,315;0,256;0,265;0,385;0,221;0,287;0,431
"décider";0,928;0,363;0,184;0,315;0,331;0,307;0,244;0;0,859;0,373;0,399;0,288;0,77;0,238;0,358;0,196;0,26;0,669
"cours";0,627;0,513;0,003;0,651;0,423;0,675;0,337;0,197;0,35;0,462;0,418;0,38;0,23;0,331;0,449;0,286;0,353;0,491
"commentaire";0,475;0,511;0,183;0,467;0,483;0,46;0,4;0,4;0,413;0,52;0,542;0,535;0,704;0;0,507;0,35;0,416;0,547
"cacher";0,336;0,376;0,196;0,328;0,345;0,32;0;0;0,27;0,386;0,412;0,301;0,814;0,251;0,372;0,208;0,273;0,417
"yves";0,149;0,405;0,223;0;0,762;0,349;0,286;0,286;0,999;0,414;0,052;0,9;0,271;0,28;0,4;0,236;0,302;0,445
"tsoukalos";0,415;0,453;0,273;0,407;0,423;0;0,337;0,337;0,35;0,462;0,486;0,38;0,322;0,331;0,449;0,286;0,353;0,491
"troisième";0,652;0,035;0,545;0,065;0,053;0,641;0,596;0,596;0,605;0,684;0,02;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"tomber";0,38;0,42;0,239;0,763;0,711;0,148;0,987;0,034;0,315;0,429;0,513;0,014;0,046;0,296;0,415;0,251;0,318;0,46
"suite";0,365;0,089;0,223;0,164;0,373;0,839;0,286;0,286;0,999;0,414;0,052;0,33;0,271;0,94;0;0,236;0,302;0,445
"sortir";0,568;0,459;0,293;0,592;0,441;0,418;0,803;0,803;0,369;0,48;0,369;0,4;0;0,35;0,467;0,305;0,372;0,509
"seul";0,415;0,453;0,36;0,407;0,603;0,003;0,869;0;0,35;0,487;0,486;0,38;0,917;0,331;0,449;0,286;0,353;0,491
"sentir";0,38;0,42;0,81;0,372;0,389;0,365;0,302;0,002;0,254;0,429;0,513;0,346;0;0,296;0,63;0,251;0,318;0,46
"révéler";0,415;0,453;0,928;0,407;0,603;0;0,337;0,869;0,171;0,462;0,486;0,38;0,917;0,331;0,449;0,286;0,353;0,491
"olivier";0,377;0,533;0,007;0,491;0,357;0,483;0,425;0,425;0,437;0,541;0,563;0,466;0,002;0,419;0,298;0,375;0,44;0,568
"jacques";0,38;0,616;0,81;0,007;0;0,365;0,302;0,302;0,254;0,429;0,454;0,847;0,965;0,296;0,415;0,251;0,318;0,46
"incroyable";0,336;0,376;0,663;0,328;0,857;0;0,432;0,257;0,27;0,725;0,412;0,301;0,243;0,251;0,372;0,208;0,273;0,417
"gouvernement";0,38;0,42;0,81;0,763;0,389;0,365;0;0,987;0,254;0,061;0,454;0,847;0,287;0,993;0,415;0,251;0,318;0,46
"étude";0,415;0,453;0,273;0,651;0,065;0,399;0,337;0,869;0;0,487;0,486;0,38;0,23;0,331;0,449;0,286;0,353;0,491
"voix";0,453;0,403;0,314;0,446;0,484;0,438;0,377;0,734;0,695;0,499;0;0,42;0,362;0,752;0,486;0,326;0,393;0,527
"université";0,008;0,557;0,391;0;0,53;0,509;0,496;0,452;0,463;0,565;0,586;0,492;0,438;0,446;0,553;0,403;0,467;0,59
"présentation";0,014;0,533;0,363;0,017;0,357;0,483;0,425;0,425;0,437;0,541;0,563;0,466;0,623;0,062;0,298;0,375;0,44;0,568
"frère";0,38;0,42;0,239;0,135;0,711;0,365;0,302;0,302;0,946;0,429;0,04;0;0,329;0,296;0,415;0,251;0,318;0,46
"corps";0,507;0,403;0,932;0,529;0,461;0,438;0,377;0;0,39;0,499;0,32;0,604;0,362;0,371;0,486;0,326;0,393;0,527
"commenter";0,149;0,405;0,549;0;0,007;0,349;0,286;0,286;0,299;0,635;0,439;0,33;0,911;0,353;0,4;0,236;0,302;0,445
"école";0,523;0,003;0,673;0,516;0,53;0,509;0,452;0,452;0,464;0,213;0,586;0,492;0,001;0,512;0,553;0,403;0,467;0,59
"val";0,365;0,405;0,757;0,357;0,373;0,349;0,286;0,286;0,299;0,414;0,439;0,33;0,271;0,28;0;0,236;0,302;0,445
"technologie";0,38;0,42;0,102;0,372;0,711;0,365;0;0,302;0,254;0,429;0,454;0,346;0,287;0,296;0,415;0,251;0,318;0,46
"sembler";0,415;0,453;0,928;0,407;0,423;0,093;0,337;0,016;0;0,487;0,486;0,38;0,322;0,331;0,449;0,286;0,353;0,491
"secret";0,397;0,436;0,867;0,389;0,405;0,733;0,024;0,93;0,001;0,001;0,47;0,791;0,304;0,313;0,431;0,268;0,335;0,475
"père";0,568;0,471;0,293;0,426;0,545;0,418;0,356;0,01;0,369;0,48;0;0,67;0,851;0,35;0,467;0,305;0,372;0,509
"persuader";0,737;0,42;0,239;0,372;0,711;0,365;0,302;0;0,946;0,429;0,454;0,184;0,965;0,296;0,415;0,251;0,318;0,46
"mars";0,788;0,405;0;0,357;0,373;0,349;0,286;0,286;0,299;0,414;0,439;0,33;0,271;0,94;0,4;0,236;0,302;0,445
"lune";0,498;0,533;0;0,491;0,505;0,483;0,425;0,425;0,437;0,005;0,563;0,463;0,41;0,419;0,529;0,375;0,44;0,568
"lopez";0,788;0,089;0,223;0,357;0,373;0,349;0,286;0,286;0,299;0,414;0,439;0,33;0,271;0,28;0;0,236;0,302;0,445
"info";0,684;0;0,255;0,389;0,658;0,381;0,319;0,319;0,332;0,445;0,47;0,362;0,978;0,949;0;0,268;0,335;0,475
"exister";0,453;0,49;0,314;0,446;0,461;0,551;0;0,377;0,1;0,499;0,522;0,42;0,78;0,006;0,486;0,326;0,393;0,527
"continuer";0,614;0,643;0,498;0,608;0;0,132;0,224;0,553;0,563;0,649;0,667;0,588;0,54;0,235;0,639;0,509;0,566;0,671
"chercher";0,433;0,471;0,293;0,426;0,545;0,418;0,356;0;0,764;0,48;0,369;0;0,341;0,35;0,467;0,305;0,372;0,509
"blanc";0,415;0;0,055;0,407;0,065;0,675;0,869;0,337;0,35;0,462;0,486;0,38;0,322;0,888;0,449;0,286;0,353;0,491
"arriver";0,433;0,471;0,995;0,426;0,441;0,614;0,356;0,356;0;0,48;0,369;0,4;0,851;0,822;0,467;0,305;0,372;0,509
"apparition";0,175;0,611;0,458;0,187;0,587;0,2;0,515;0,515;0,526;0;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"alexandre";0,38;0,42;0,239;0,763;0,389;0,365;0,302;0,302;0,315;0,429;0,454;0,346;0,287;0,296;0;0,251;0,318;0,46
"époque";0,433;0,471;0,995;0,592;0,545;0,418;0,155;0,803;0,134;0,434;0,369;0,4;0,184;0,35;0,467;0,305;0,372;0,509
"soucoupe";0,627;0,04;0,273;0,407;0,423;0,399;0,337;0,869;0,171;0;0,418;0,38;0,322;0,331;0,449;0,286;0,353;0,491
"raid";0,38;0,42;0,239;0,372;0,389;0,365;0,302;0,302;0,315;0,429;0,454;0,346;0,287;0,296;0;0,251;0,318;0,46
"pomart";0,38;0,42;0,239;0,372;0,389;0,365;0,302;0,302;0,315;0,429;0,454;0,346;0,287;0,296;0;0,251;0,318;0,46
"nes";0;0,453;0,273;0,651;0,423;0,399;0,337;0,337;0,35;0,462;0,418;0;0,23;0,888;0,449;0,286;0,353;0,491
"mort";0,415;0,513;0,928;0,083;0,603;0,399;0,337;0,197;0,828;0,462;0;0,38;0,23;0,331;0,449;0,286;0,353;0,491
"millier";0,627;0,513;0;0,651;0,423;0,003;0,337;0,337;0,35;0,033;0,486;0,38;0,322;0,331;0,449;0,286;0,353;0,491
"marier";0,507;0,49;0,314;0,001;0,033;0,438;0,377;0,734;0,695;0,499;0,32;0,065;0,362;0,371;0,486;0,326;0,393;0,527
"lieu";0,475;0,511;0,337;0,028;0,483;0,484;0,4;0;0,071;0,324;0,542;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"laëtitia";0,38;0,42;0,239;0,372;0,389;0,365;0,302;0,302;0,315;0,429;0,454;0,346;0,287;0,296;0;0,251;0,318;0,46
"joe";0,737;0,42;0,239;0,372;0,389;0,365;0,302;0,302;0,315;0,429;0,454;0,346;0,287;0,993;0;0,251;0,318;0,46
"etats";0,024;0,346;0,853;0,467;0,483;0,484;0,4;0,4;0,413;0,009;0,542;0,442;0,704;0,092;0,507;0,35;0,416;0,547
"déguiser";0,175;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0;0,502;0,51;0,608;0,47;0,529;0,641
"discussion";0,397;0,566;0,423;0,708;0,405;0,381;0,319;0,319;0,332;0,445;0,47;0,362;0,304;0,255;0;0,268;0,335;0,475
"dewalle";0,38;0,42;0,239;0,372;0,389;0,365;0,302;0,302;0,315;0,429;0,454;0,346;0,287;0,296;0;0,251;0,318;0,46
"créer";0,498;0,533;0,767;0,491;0,505;0,483;0,425;0,58;0,437;0,541;0,22;0,463;0;0,419;0,529;0,375;0,44;0,568
"construire";0,415;0,453;0,928;0,407;0,423;0,093;0;0,337;0,828;0,462;0,486;0;0,322;0,331;0,449;0,286;0,353;0,491
"commencer";0,397;0,436;0,423;0,389;0,405;0,381;0,93;0,93;0,001;0,445;0,47;0,362;0;0,313;0,431;0,268;0,335;0,475
"bande";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0;0,349;0,51;0,608;0,47;0,529;0,641
"ville";0,684;0,566;0,867;0,389;0,405;0,381;0,319;0,319;0;0,445;0,47;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"travailler";0,568;0,471;0,298;0,426;0,441;0,418;0,356;0,803;0,369;0,48;0,369;0,09;0,184;0,011;0,467;0,305;0,372;0,509
"théorie";0,433;0,471;0,002;0,426;0,545;0,614;0,155;0,356;0;0,48;0,504;0,4;0,341;0,35;0,467;0,305;0,372;0,509
"star";0,507;0;0,314;0,043;0;0,438;0,377;0,377;0,39;0,499;0,522;0,42;0,362;0,752;0,486;0,326;0,393;0,527
"réaliser";0,397;0,566;0,255;0,708;0,405;0,381;0,93;0,024;0,889;0,445;0,47;0;0,304;0,255;0,431;0,268;0,335;0,475
"rencontrer";0,433;0,471;0,995;0;0,441;0,069;0;0,803;0,369;0,48;0,504;0,4;0,341;0,35;0,467;0,305;0,372;0,509
"quotidien";0,175;0,12;0,458;0,574;0,162;0,568;0,515;0,515;0,526;0,618;0,082;0,552;0,011;0,51;0,608;0,47;0,529;0,641
"public";0,55;0,001;0,422;0,544;0,003;0,537;0,482;0,482;0,378;0,59;0;0,521;0,468;0,476;0,579;0,434;0,496;0,615
"présidentiel";0,507;0,018;0,314;0,446;0,461;0,438;0,377;0,377;0,39;0,499;0,522;0;0,362;0,127;0,486;0,326;0,393;0,527
"près_de";0,498;0,288;0,363;0,017;0,012;0,415;0,425;0,58;0,545;0,541;0,563;0,463;0,41;0,419;0,529;0,375;0,44;0,568
"polémiste";0,397;0,436;0,255;0,389;0,405;0,381;0,319;0,319;0,332;0,445;0,47;0,362;0,304;0,255;0;0,268;0,335;0,475
"plan";0,096;0,436;0,255;0,708;0,405;0,381;0;0,24;0,332;0,445;0;0,791;0,304;0,313;0,431;0,268;0,335;0,475
"patron";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,822;0;0,305;0,372;0,509
"part";0,453;0,49;0;0,446;0,484;0,438;0,377;0,377;0,39;0,499;0,522;0,604;0,008;0,371;0,486;0,326;0,393;0,527
"nasa";0,453;0,49;0,932;0,446;0,461;0,438;0,377;0;0,39;0,499;0,522;0,42;0,362;0;0,486;0,326;0,393;0,527
"moment";0,074;0,513;0,928;0,407;0;0;0,337;0,337;0,35;0,462;0,418;0,38;0,322;0,331;0,449;0,286;0,353;0,491
"karim";0,397;0,436;0,255;0,389;0,405;0,381;0,319;0,319;0,332;0,445;0,466;0,362;0,304;0,313;0;0,268;0,335;0,475
"italie";0,523;0,557;0,089;0,516;0,292;0,344;0,452;0,452;0,464;0,213;0,586;0,016;0,438;0,512;0,553;0,403;0,467;0,59
"géant";0,475;0,511;0;0,467;0,483;0,46;0;0,659;0,413;0,52;0,542;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"groupe";0,498;0,533;0,363;0;0,505;0,483;0,057;0,425;0,437;0,541;0,563;0,466;0,002;0,419;0,529;0,375;0,44;0,568
"dieu";0,475;0,511;0,337;0,467;0,483;0,484;0;0,4;0,413;0,52;0,542;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"actuel";0,55;0,583;0,422;0,544;0,557;0,537;0,408;0,408;0,014;0,59;0,61;0,521;0,024;0,423;0,579;0,434;0,496;0,615
"élection";0,001;0,028;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,09;0,341;0;0,467;0,305;0,372;0,509
"âge";0,58;0,611;0,463;0,574;0,162;0,568;0,515;0,316;0,526;0,109;0,082;0,552;0,349;0,51;0,608;0,47;0,529;0,641
"travers";0,453;0,49;0,239;0,043;0,484;0,551;0,377;0,377;0,695;0,499;0,522;0,42;0;0,371;0,486;0,326;0,393;0,527
"suggérer";0,415;0,453;0,273;0,407;0,423;0;0,869;0,337;0,35;0;0,486;0,38;0,917;0,331;0,449;0,286;0,353;0,491
"rappeler";0,433;0,471;0,995;0,592;0,441;0,418;0,356;0;0,764;0,023;0,369;0,67;0,341;0,35;0,467;0,305;0,372;0,509
"portrait";0;0,001;0,422;0,544;0,226;0,537;0,482;0,482;0,494;0,59;0,61;0,31;0,468;0,476;0,579;0,434;0,496;0,615
"omar";0,627;0,453;0,273;0,407;0,603;0,399;0,337;0,337;0,35;0,462;0,486;0,38;0,917;0;0,449;0,286;0,353;0,491
"nouvelle";0,453;0,49;0,932;0,446;0,461;0,438;0,734;0,377;0;0,499;0,009;0,42;0,78;0,371;0,486;0,326;0,393;0,527
"média";0,433;0;0,293;0,426;0,545;0,418;0,356;0,356;0,369;0,48;0,504;0,67;0,851;0,011;0,467;0,305;0,372;0,509
"long";0,415;0,453;0,36;0,651;0,603;0,399;0;0,337;0,35;0,462;0,486;0,38;0,022;0,331;0,449;0,286;0,353;0,491
"jouer";0,433;0,471;0,995;0,592;0,441;0,418;0,356;0,803;0,369;0,48;0,504;0;0;0,35;0,467;0,305;0,372;0,509
"humoriste";0,568;0,471;0,995;0,062;0,545;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0;0,467;0,305;0,372;0,509
"heure";0;0,49;0,314;0,446;0,461;0,438;0,377;0,377;0,695;0,38;0,522;0,604;0,362;0,371;0,486;0,326;0,393;0,527
"explorer";0,453;0,49;0,001;0,446;0,461;0;0,377;0,377;0,39;0,499;0,522;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"envoyer";0,433;0,459;0;0,426;0,441;0,418;0,155;0;0,369;0,48;0,504;0,4;0,341;0,35;0,467;0,305;0,372;0,509
"entrer";0,024;0,346;0;0,467;0,483;0,46;0,4;0,4;0,413;0,009;0,542;0,442;0,385;0,677;0,507;0,35;0,416;0,547
"csa";0,415;0,453;0,273;0,407;0,423;0,399;0,337;0,337;0,35;0,462;0,486;0,38;0,322;0,888;0;0,286;0,353;0,491
"coeur";0,55;0,174;0,572;0,544;0,003;0,537;0,482;0,408;0,494;0,59;0,124;0,521;0,445;0,476;0,579;0,434;0,496;0,615
"christine";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0;0,305;0,372;0,509
"antique";0,453;0,49;0,932;0,446;0,461;0;0,005;0,377;0,39;0,499;0,522;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"alain";0,309;0,231;0,003;0,327;0,292;0,509;0,452;0,452;0,464;0,565;0,171;0,492;0,438;0,446;0,553;0,403;0,467;0,59
"affrontement";0,415;0,513;0,273;0,407;0,423;0,399;0,337;0,337;0,35;0,462;0,486;0,38;0,322;0,331;0;0,286;0,353;0,491
"évolution";0,112;0,643;0,347;0,608;0,62;0,132;0,224;0,553;0,563;0,649;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"écrire";0,498;0,288;0;0,396;0,012;0,483;0,425;0,425;0,437;0,541;0,563;0,463;0,41;0,419;0,529;0,375;0,44;0,568
"véritable";0,433;0,471;0,037;0,426;0,545;0,002;0,356;0;0,369;0,434;0,504;0,4;0,341;0,35;0,467;0,305;0,372;0,509
"visage";0,475;0,511;0,183;0,028;0,021;0,484;0,4;0,4;0,413;0,324;0,542;0,535;0,385;0,677;0,507;0,35;0,416;0,547
"vincent";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,764;0,48;0,504;0,67;0,341;0;0;0,305;0,372;0,509
"urgentiste";0,453;0,49;0,314;0,446;0,461;0,438;0,377;0,377;0,39;0,499;0,522;0,42;0,362;0,371;0;0,326;0,393;0,527
"toulouse";0,614;0,643;0;0;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"théâtre";0,038;0,018;0,314;0,043;0,484;0,438;0,377;0,377;0,39;0,015;0,32;0,42;0,78;0,371;0,486;0,326;0,393;0,527
"science";0,58;0,611;0,463;0,574;0;0,2;0,316;0,515;0,526;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"répondre";0;0,471;0,002;0,426;0,441;0,418;0,356;0,356;0,369;0,434;0,504;0,4;0,341;0,822;0,467;0,305;0,372;0,509
"revel";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0;0,305;0,372;0,509
"pyramide";0,614;0,643;0,498;0,608;0,62;0;0,224;0,224;0,563;0,065;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"philippe";0,55;0,583;0,572;0,256;0,003;0,537;0,482;0,482;0,494;0,59;0,61;0,31;0,024;0,476;0,579;0,434;0,496;0,615
"naulleau";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0;0,305;0,372;0,509
"mois";0;0,557;0,391;0,009;0,292;0,509;0,452;0,452;0,464;0,565;0,586;0,492;0,438;0,446;0,553;0,403;0,467;0,59
"mauvais";0,614;0,643;0,498;0,608;0,62;0,602;0,224;0,553;0;0,649;0,667;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"matin";0,377;0;0,363;0,491;0,505;0,483;0,425;0,425;0,437;0,541;0,22;0,463;0,41;0,597;0,529;0,375;0,44;0,568
"magazine";0,55;0,001;0,053;0,544;0,226;0,537;0,482;0,482;0,494;0,59;0,61;0,31;0,445;0,476;0,579;0,434;0,496;0,615
"légende";0,475;0,511;0,183;0,467;0,483;0;0,659;0,4;0,622;0,52;0,542;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"ligne";0,453;0,49;0,314;0,043;0,461;0,551;0,118;0,377;0;0,38;0,522;0,42;0,362;0,752;0,486;0,326;0,393;0,527
"laure";0,377;0,533;0,133;0,491;0,505;0,483;0,425;0;0,437;0,269;0,22;0,466;0,41;0,419;0,529;0,375;0,44;0,568
"laporte";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0;0,305;0,372;0,509
"kelly";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0;0,305;0,372;0,509
"jimmy";0,433;0,471;0,293;0,426;0,545;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0;0,305;0,372;0,509
"internet";0,475;0;0,337;0,467;0,483;0,46;0,4;0,4;0,413;0,52;0,269;0;0,385;0,394;0,507;0,35;0,416;0,547
"héros";0,523;0,231;0,391;0,327;0,53;0,509;0,452;0;0,464;0,565;0,586;0,016;0,438;0,446;0,553;0,403;0,467;0,59
"he";0,475;0,346;0,337;0,467;0,483;0,46;0,4;0,4;0,413;0,52;0,542;0;0;0,394;0,507;0,35;0,416;0,547
"guerre";0,433;0,471;0,037;0,426;0,545;0,418;0,356;0,356;0;0,48;0,504;0,4;0,341;0,011;0,467;0,305;0,372;0,509
"explication";0,453;0,49;0,001;0,446;0,484;0,001;0,734;0,377;0,39;0,38;0,522;0,42;0,362;0,752;0,486;0,326;0,393;0,527
"décrire";0,55;0,583;0,572;0,544;0,003;0,537;0,408;0,482;0,494;0,159;0,124;0,521;0,468;0,423;0,579;0,434;0,496;0,615
"débarquer";0,614;0,073;0,498;0,608;0,62;0,602;0,553;0,224;0,002;0,649;0,667;0,588;0,54;0,235;0,639;0,509;0,566;0,671
"dossier";0,309;0,557;0,673;0,009;0,53;0,509;0,035;0,452;0,464;0,565;0,586;0,492;0,536;0,446;0,239;0,403;0,467;0,59
"différent";0,453;0,49;0,932;0,529;0,461;0,438;0,734;0,734;0,39;0,38;0,522;0,604;0;0,371;0,415;0,326;0,393;0,527
"damien";0,038;0,49;0,314;0;0,461;0,438;0,377;0,377;0,39;0,499;0,522;0,002;0,362;0,371;0,486;0,326;0,393;0,527
"courant";0,58;0,611;0,458;0,574;0;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,349;0,329;0,608;0,47;0,529;0,641
"conseil";0,038;0,49;0,314;0,529;0,461;0,438;0,377;0,005;0,695;0,499;0,522;0,42;0,008;0,752;0,486;0,326;0,393;0,527
"chef";0,507;0,49;0,932;0,529;0,461;0,438;0;0,377;0,39;0,499;0,522;0,42;0;0,371;0,486;0,326;0,393;0,527
"bord";0,614;0,643;0,347;0,608;0,103;0,132;0,553;0,553;0,563;0;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"beau";0,453;0,403;0,314;0,529;0,461;0,438;0,377;0,734;0,39;0,499;0,522;0;0,78;0,371;0,486;0,326;0,393;0,527
"auproux";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0;0,305;0,372;0,509
"archive";0,377;0,288;0,363;0,491;0;0,483;0,425;0,425;0,437;0,541;0,22;0,463;0,41;0,597;0,529;0,375;0,44;0,568
"agathe";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0;0,305;0,372;0,509
"élément";0,443;0,511;0,183;0,467;0,483;0,484;0,003;0,4;0,622;0,324;0,269;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"zone";0,498;0,288;0,767;0,491;0,357;0,483;0,58;0,425;0,545;0,541;0,563;0,466;0,41;0;0,529;0,375;0,44;0,568
"victime";0,58;0,611;0,458;0,574;0,162;0,568;0,515;0;0,526;0;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"travail";0,443;0,511;0,013;0;0,422;0,46;0,4;0,4;0,413;0,52;0,542;0,535;0,385;0,394;0,507;0,35;0,416;0,547
"transformer";0,443;0,511;0,853;0,467;0,483;0,484;0,4;0,003;0,622;0,52;0,542;0,535;0,104;0,394;0,507;0,35;0,416;0,547
"the";0,614;0,643;0,498;0,608;0,62;0,132;0,553;0,553;0,563;0,649;0,667;0,156;0,004;0,235;0,639;0,509;0,566;0,671
"structure";0,523;0,557;0,391;0,516;0,53;0;0,496;0,452;0,464;0,565;0,586;0,492;0,536;0,446;0,553;0,403;0,467;0,59
"siècle";0,523;0,557;0;0,516;0,292;0,509;0,452;0,452;0,463;0,002;0,586;0,492;0,438;0,446;0,553;0,403;0,467;0,59
"servir";0,498;0,533;0,363;0,491;0,505;0,02;0;0,58;0,437;0,541;0,563;0,466;0,41;0,419;0,529;0,375;0,44;0,568
"rugby";0,453;0,49;0,314;0,446;0,461;0,438;0,377;0,377;0,39;0,499;0,522;0,42;0,362;0,371;0;0,326;0,393;0,527
"représentant";0,696;0,011;0,6;0,691;0,701;0,687;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"poser";0,443;0,511;0,013;0,467;0,483;0,46;0,4;0;0,413;0,324;0,269;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"observation";0,696;0,72;0,6;0,691;0,701;0,687;0;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"nuit";0,475;0,511;0,337;0,467;0,422;0;0,659;0,659;0,622;0,52;0,542;0,442;0,004;0,394;0,507;0,35;0,416;0,547
"notamment";0;0,346;0,337;0,467;0,483;0,484;0,659;0,4;0,413;0,52;0,542;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"mythe";0,523;0,557;0,391;0,327;0,53;0,011;0,452;0,452;0;0,213;0,586;0,492;0,438;0,446;0,553;0,403;0,467;0,59
"mystère";0,58;0,611;0;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"mot";0,507;0,403;0,314;0,446;0,484;0,438;0,377;0,377;0,39;0;0,32;0,065;0,362;0,371;0,486;0,326;0,393;0,527
