Notice;Base Id;Chaine;Annee de diff;Genre;Public;Type d emission;resume
6152862.001;TV;TF1;2018;Sport;Présence d'un public in situ;Emission composite;"[Source iMedia]
Une émission dédiée aux amateurs d'auto et de moto, avec les rubriques habituelles. Au sommaire : Grand format. - No limit. - Plein phare. - Essais. - 200 Chrono conso."
6156750.001;TV;France 2;2018;Culture connaissance;Participation du public à distance;Emission simple;"[Source iMedia]
Entourée d'une bande de chroniqueurs curieux de tout, Sophie Davant anime une émission consacrée au bien-être et à la vie quotidienne.

[Source document d'accompagnement France 2] 
C'est au programme
Entourée d'une bande de chroniqueurs curieux de tout, Sophie Davant anime une émission consacrée au bien-être et à la vie quotidienne.

Musclez-vous avec le médecine ball !
On continue de se muscler avec ce super accessoire que nous a présenté notre coach Jean-Marc Delorme en début de semaine : le médecine ball !

Mimosa : un arbuste plein d'atouts ! (1ère partie)
Chroniqueur : Philippe Collignon
On retrouve dans quelques instants Philippe notre jardinier expert en plein coeur du MIN à Rungis pour nous parler d'une actu très colorée. Le marché du mimosa.

Connaissez-vous le Highland Lynx ?
Chroniqueur : Yves Lahiani
Mais où va-t-il chercher ses chats ? Yves Lahiani nous présente ce matin le Highland Lynx, un chat très rare et très beau et un peu particulier : il a plus de doigts que la normale ! Et ce n'est pas tout, sa queue peut être originale ainsi que ses oreilles ! Bref, un vrai chat d'exception que l'on découvre tout de suite.
Merci à Jean-Christophe, éleveur de Highland Lynx, pour sa participation à notre sujet !

Stars et paranormal !
Chroniqueur : David Galley
De très nombreuses personnalités issus du monde du cinéma, de la politique ou même des médias racontent avoir vécu des expériences étranges. De Paul McCartney à Alain Delon, en
passant par Gérard Darmon, Nelson Monfort ou Robbie Williams, tous croient au paranormal ou aux ovnis. David Galley est allé à la rencontre de certains d'entre eux, et vous allez le voir, leurs témoignages sont tout simplement sidérants...

Mimosa : un arbuste plein d'atouts ! (2ème partie)
Chroniqueur : Philippe Collignon
On retrouve dans quelques instants Philippe notre jardinier expert en plein coeur du MIN à Rungis pour nous parler d'une actu très colorée. Le marché du mimosa.

' Les aventures de Spirou et Fantasio ' : mission impossible ?
Chroniqueur : Damien Thévenot
Ce sont des héros de bande dessinée intemporels : Spirou et Fantasio, les aventures d'un groom et d'un journaliste en quête de scoops. Pour les amoureux de ces héros, ils débarquent
sur grand écran le 21 février. Une affiche trois étoiles : Christian Clavier, Thomas Soliveres, Alex Lutz, Ramzy, et nos invités ce matin : Géraldine Nakache et Charlotte Gabris. Bande
annonce !
Film : ' Les aventures de Spirou et Fantasio '

Veau mijoté aux olives, citron et fenouil
Chroniqueuse : Cécile Dorseuil"
6165458.001;TV;France 3;2018;Fiction;Programme jeunesse;Emission simple incluse;"[Source iMedia]
Certains ont peur des araignés, ou des serpents. Sam, elle, est terrifiée par les pandas, qui sont selon elle des monstres extraterrestres. Et justement, le maire de la ville vient de récupérer Zang-Zang, un panda qui fait l'unanimité dans la population et le désespoir de Sam..."
6195467.001;TV;M6;2018;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
L'homme à la cigarette finalise les préparatifs de son plan alors que Scully et Mulder tentent de localiser leur fils, William, qui est en cavale...
Pour éviter une contamination orchestrée via un pathogène extraterrestre, les agents Mulder et Scully se lancent dans une course contre la montre pour retrouver leur fils. En cavale, William est perturbé par la violence de ses pouvoirs. Mais le jeune homme est également traqué par l'homme à la cigarette, qui semble ne pas avoir dit son dernier mot et finalise les préparatifs..."
6202447.001;TV;France 2;2018;Culture connaissance;Présence d'un public in situ;Emission simple;"[Source iMedia]
Chaque dimanche, Laurent Ruquier fait vivre aux téléspectateurs et aux personnalités présentes sur le plateau, un moment convivial d'humeur et d'humour autour de l'actualité artistique, culturelle et télévisuelle, dans un savant mélange de nostalgie, d'actualité et de décryptages."
6210469.001;TV;France 5;2018;Culture connaissance;Présence d'un public in situ;Emission composite;"[Source iMedia]

Sommaire : 
- L'info en + de Camille Vigogne Le Coat

- La semaine politique de Felix Suffert Lopez

- En coulisses : En Marche, la crise d'ado

- Le Bureau de Vérif' : les Black Blocs

- ENA : enquête sur la fabrique des élites

[Source France 5]

- Invité : Raphaël Glucksmann, essayiste et directeur du nouveau magazine littéraire   - L'info en + de Camille Vigogne Le Coat   - ... La semaine politique de Felix Suffert Lopez   - En coulisse : En Marche, la crise d'ado   Pierre Lascar, reporter à C Politique, nous emmène dans les coulisses du plus puissant mais aussi du plus jeune parti de France, La République En Marche, le mouvement fondé par Emmanuel Macron pour le porter au pouvoir. Accusé d'être peuplé de ' godillots ' obéissant au doigt et à l'oeil à son fondateur, le parti présidentiel a connu récemment, avec la loi asile et immigration, sa première tempête et ses premiers ' grondeurs '... Aujourd'hui, à quoi ressemble cet ovni politique ? Comment les députés de ce nouveau parti sont-ils reçus sur le terrain ?    - Le Bureau de Vérif' :   Les manifestations du 1er mai ont été entachées par les violences des Black Blocs. Ils étaient près de 1200 à perturber le cortège officiel. Comment se sont-ils organisés ? Est-ce vraiment un phénomène inédit en France ? Réponse dans le Bureau de Vérif' de Maxime Darquier.   - Enquête / ENA : enquête sur la fabrique des élites   Après la ' promo Voltaire ' de François Hollande, Ségolène Royal ou encore Dominique de Villepin, la ' promo Senghor ' d'Emmanuel Macron est-elle en train de prendre le pouvoir ? Les hauts fonctionnaires sont-ils en train de devenir plus puissants que les hommes politiques ? L'ENA, dont le nouveau directeur vient d'être nommé, peut-elle se réformer pour mieux représenter la société françaises ? Enquête du reporter Yohan Malka."
6234122.001;TV;France 5;2018;Culture connaissance;Participation du public à distance;Emission composite;"[Source iMedia]
Du lundi au samedi, 'C dans l'air' donne les clés pour comprendre dans sa globalité un événement ou un sujet de première importance, en permettant aux téléspectateurs d'intervenir dans le débat ou de poser des questions par SMS ou Internet.

[Source site internet France 5]
Près de treize après son arrivée à la Chancellerie, Angela Merkel est confrontée à sa plus grave crise. Cette fois-ci, il ne s'agit pas de remous dans la zone euro ou du Brexit, mais d'une fronde en interne sans précédent. Son ministre de l'Intérieur lui a fixé lundi un ultimatum de deux semaines pour réduire le nombre d'arrivées de migrants en Allemagne, ou prendre le risque d'une crise politique majeure.
Le très conservateur Horst Seehofer, président de la CSU bavaroise, a ainsi prévenu qu'il serait prêt ' en juillet ' à ' refouler immédiatement ' les migrants arrivant aux frontières allemandes en provenance d'un autre pays européen si la chancelière ne parvenait pas à une solution ' équivalente ' à l'occasion d'un sommet de l'UE prévu les 28 et 29 juin.
Angela Merkel a de son côté promis de tout faire pour trouver d'ici-là des accords bilatéraux et européens sur la question, mais elle a rejeté l'ultimatum, assurant qu'il n'y aurait aucune fermeture ' automatique ' aux demandeurs d'asile en cas d'échec de ses efforts. Première étape, mardi avec Emmanuel Macron à Meseberg, près de Berlin. Lors de cette rencontre, le couple franco-allemand, pressé d'agir face à une Europe en ' décomposition ', est tombé d'accord sur la création d'un budget de la zone euro à partir de 2021 et sur le fait de trouver une réponse européenne à la question migratoire.
Mais quelle pourrait être cette ' solution européenne ' attendue pour la fin du mois ? La fragile coalition au pouvoir depuis trois mois en Allemagne est-elle au bord de l'implosion ? Angela Merkel - dont la cote de popularité outre-Rhin chute, tandis que l'extrême droite progresse dans les sondages - pourrait-elle perdre son poste de chancelière ?"
6283387.001;TV;France 2;2018;Culture connaissance;Participation du public à distance;Emission simple;"[Source iMedia]
Entourée d'une bande de chroniqueurs curieux de tout, Sophie Davant anime une émission consacrée au bien-être et à la vie quotidienne.

[Source : documentation écrite]

Être en forme avec ses formes
à 9h59
Chroniqueuse : Yasmine
Connue sur les réseaux sociaux sous le pseudonyme d'Ely_Killeuse, Yasmine a testé une multitude de régimes
avant de réaliser qu'elle ne pourrait être heureuse qu'en apprenant à accepter son corps. Son livre ' Body positive attitude ' est publié aux éditions Marabout. Et en cette rentrée 2018, elle vous propose une série d'exercices, simples, à reproduire chez vous pour retrouver votre équilibre après l'été. Merci à Yasmine, alias Ely_Killeuse, pour sa participation à notre émission cette semaine. Sa devise : ' Le bonheur ne dépend pas de votre corps, mais de la relation que vous entretenez avec lui. '
[...]
Des coachs virtuels pour maigrir : ça marche ?
à 10h00
Chroniqueuse : Christelle Ballestrero
Activité physique, sommeil, santé etc. Nombreuses sont les applications qui proposent de vous aider à faire les bons choix dans votre quotidien. La dernière tendance : des coachs virtuels qui contrôlent notre alimentation et nous permettent de maigrir. Mais est-ce que ça marche vraiment ? Et qu'en pensent les médecins ? On fait le point avec Christelle Ballestrero.
[...]
Connaissez-vous les non-sco ?
à 10h15
Chroniqueur : David Artur
Savez-vous que de plus en plus de parents pensent que l'école et les méthodes de l'éducation nationale ne sont pas bonnes pour leurs enfants ? Et préconisent un enseignement totalement différent. Apprendre l'histoire en regardant des films, les mathématiques en jouant à des jeux de société ou en faisant les courses et les langues étrangères avec des chansons ou en réalisant des recettes de cuisine.
[...]
' J'ai perdu Albert ', un tandem Plaza - van Cauwelaert détonant !
à 10h21
Chroniqueur : Damien Thévenot
Découvrez un film très original, voir un OVNI ! Avec dans la distribution un Stéphane Plaza totalement méconnaissable et à la réalisation Didier van Cauwelaert, connu avant tout pour être romancier. Le résultat s'intitule ' J'ai perdu Albert ', en salles mercredi 12 septembre 2018.

Cheesecake au chèvre et aux fruits rouges
 à 10h35
Chroniqueuse : Cécile Dorseuil
[...]"
6312209.001;TV;M6;2018;Fiction;Programme jeunesse;Emission simple incluse;"[Source iMedia]
Alvin parie avec Bocarter que les extraterrestres existent. Il n'a qu'une semaine pour le prouver ou assumer les conséquences de ses affirmations.
Alvin parie avec Bocarter que les extraterrestres existent. Il n'a qu'une semaine pour le prouver ou assumer les conséquences de ses affirmations..."
6394432.001;TV;TF1;2019;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Oliver et Barry tentent l'impossible pour défendre Star City des extraterrestres. Cisco se bat avec Caitlin après que celle-ci a tué un vieil ami.
Oliver, John, Thea, Ray Palmer et Sara sont piégés par les Dominators dans une hallucination collective. Oliver y est sur le point d'épouser Laurel et ses parents sont encore en vie. Rien ne semble pouvoir les sortir de leur transe tandis que dans le monde réel, Felicity et les recrues, assistés de Flash, de Cisco et de Supergirl tentent de retrouver leur position..."
6409099.001;TV;Canal +;2019;Culture connaissance;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Antoine de Caunes et son équipe passe par l'Angleterre pour un numéro exceptionnel. En hommage à cette culture décalée qu'il apprécie tant, Antoine de Caunes célèbre l'ouverture d'esprit sans limite des Britanniques, ces excentriques aux traditions parfois bizarres. Au cours de l'émission, Antoine se frotte à des chiens très remontés qui réclament un nouveau vote sur le Brexit, reçoit une leçon de style prodiguée par Paul Smith, prend une bière avec un extra-terrestre nommé Count Binface et discute avec Jonny Woo, reine d'un cabaret queer. Il propose également de découvrir la maison-musée de la plus grande fan de la famille royale, qui croule sous les bibelots, prend une leçon de sitar avec la musicienne indienne Anoushka Shankar, rencontre un chef 'so Frenchie', puis offre un duo de danse bollywoodienne avec un Monsieur Poulpe coloré."
6424726.001;TV;France 3;2019;Fiction;Programme jeunesse;Emission simple incluse;"[Source iMedia]
Jerry délivre Tom des souris extraterrestres géantes qui le prennent pour une poule..."
6433213.001;TV;Canal +;2019;Culture connaissance;Présence d'un public in situ;Emission simple;"[Source iMedia]
Isabelle Moreau prend les commandes de l'émission et accueille sur le plateau de 'L'Info du vrai, le mag', celles et ceux qui se démarquent dans le bouillonnement de l'actualité culturelle du moment. Avec la complicité de David Abiker et de chroniqueurs qui ne mâchent pas leurs mots, elle effectue un tour d'horizon vivant et sélectif de ce qui agite le petit monde de la création et de la culture. Les invités partagent leurs sautes d'humeur mais aussi leurs traits d'humour de manière à offrir un appréciable défrichage destiné à donner envie de multiplier les sorties, les lectures et les découvertes."
6439590.001;TV;France 2;2019;Culture connaissance;Présence d'un public in situ;Emission simple;"[Source iMedia]
Chaque dimanche, Laurent Ruquier fait vivre aux téléspectateurs et aux personnalités présentes sur le plateau, un moment convivial d'humeur et d'humour autour de l'actualité artistique, culturelle et télévisuelle, dans un savant mélange de nostalgie, d'actualité et de décryptages."
6549229.001;TV;Canal +;2019;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
En Europe, de nos jours, des formes de vie extraterrestres envahissent la Terre et détruisent la planète : des survivants tentent de comprendre ce chaos.
De nos jours, des astronomes détectent des transmissions qui parviennent d'une autre galaxie. Ces signaux sont assez forts pour accréditer la thèse d'une vie extraterrestre puissante. Quelques jours plus tard, la quasi totalité de l'humanité est détruite et on dénombre peu de survivants. Ces derniers tentent de se cacher et de s'organiser alors que des machines aliens exterminent tout ce qui bouge..."
6549231.001;TV;Canal +;2019;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Après la violente attaque extraterrestre, les survivants se cachent et tentent de comprendre ce qui se trame alors que la surface de la planète est dévastée.
Après la violente attaque extraterrestre, les survivants se cachent et tentent de comprendre ce qui se trame alors que la surface de la planète est dévastée. Ils découvrent alors des vaisseaux extraterrestre dans le ciel et commencent à s'interroger sur les mystères cachés autour de cette invasion..."
6557939.001;TV;Canal +;2019;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Catherine découvre avec effroi le rôle qu'elle a joué dans l'attaque des extraterrestres. De leur côté, Helen et Bill partent à la recherche de leur fils.
Catherine découvre avec effroi le rôle qu'elle a joué dans l'attaque des extraterrestres. De leur côté, Helen et Bill partent à la recherche de leur fils Dan. Emily, quant à elle, recouvre momentanément la vue. Ce miracle doit-il être considéré comme une chance, ou bien n'est-il pas plutôt une forme de malédiction ?..."
6557941.001;TV;Canal +;2019;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Le colonel Mokrani passe à l'offensive contre les aliens. Ash doit prendre la décision la plus difficile de sa vie. Chloé est rattrapée par son passé.
Le colonel Mokrani passe à l'offensive contre les aliens. Ash, de son côté, doit prendre la décision la plus difficile de sa vie, tandis que Chloé est rattrapée par un passé qui menace l'apparente normalité à laquelle elle s'accroche pourtant désespérément. Mais l'heure n'est plus à sauver les apparences..."
6568422.001;TV;Canal +;2019;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Avec l'arrivée de Sophia, les priorités de Catherine se trouvent bouleversées. Par ailleurs, les choses se compliquent entre Jonathan et Sacha.
Les priorités de Catherine changent avec l'arrivée de Sophia, tandis que les choses se compliquent entre Jonathan et Sacha. De son côté, Emily a pris le parti de savourer son bonheur d'avoir recouvré la vue sans se poser plus de questions. Mais d'autres personnes dans le groupe s'interrogent encore..."
6568424.001;TV;Canal +;2019;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Mokrani et Catherine se préparent à livrer le combat de leur vie. Emily cherche des réponses à ses interrogations, quelles qu'en soient les conséquences.
Mokrani et Catherine se préparent à livrer le combat de leur vie. De son côté Emily cherche des réponses à ses nombreuses interrogations, même si elle sait que les conséquences de la vérité pourraient luinuire. Par ailleurs, les visions de Sacha se poursuivent, projetant une image confuse de ce que pourrait être l'avenir de l'Humanité..."
6794148.001;TV;TF1;2019;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"[Source iMedia]
Une sphère extraterrestre s'écrase non loin d'un petit village. Bientôt, une terrible réalité s'impose : une guerre des mondes vient de débuter.
Au début du XXe siècle. George, un journaliste, et Amy, son amante, assistent à un phénomène inhabituel : tout près de leur village, ils voient s'écraser ce qu'ils prennent d'abord pour une étoile filante. Accompagnés d'Ogilvy, un voisin expert en astronomie, ils se rendent sur les lieux de l'impact. Ils y trouvent une sphère à l'apparence étrange. Tandis qu'ils l'examinent, ils sont tous les trois témoins de phénomènes mystérieux. Les villageois et les forces de l'ordre arrivent en grand nombre sur le site. Bientôt, il s'avère que la sphère est une machine extraterrestre venue sur Terre pour y semer la mort et le chaos. La guerre des mondes semble avoir commencé..."
6794149.001;TV;TF1;2019;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"[Source iMedia]
Amy, réfugiée à Londres, ne sait pas ce qu'est devenu George. En vie, celui-ci erre dans les ruines d'Orcel. Avec un autre survivant, il tente d'empêcher une nouvelle attaque.
Séparée de lui lors de la première attaque, Amy n'a de cesse de chercher George, qui n'a toujours pas réapparu. Amy a pu regagner Londres et se réfugier auprès de Frédéric, son frère, à qui elle confie qu'elle est enceinte. Leur voisin, Ogilvy, a lui aussi disparu, mais ses travaux concernant une activité volcanique sur Mars indiquent une corrélation avec l'attaque extraterrestre. De son côté, George, toujours vivant, erre dans le village d'Orcel, réduit en cendres. Il rencontre un autre survivant, un militaire, et les deux hommes décident de rallier le reste de la division pour tenter de détruire une autre machine sur le point de tout dévaster..."
6794151.001;TV;TF1;2019;Fiction;Plus de douze ans;Episode ou partie d'un programme;"[Source iMedia]
Les rescapés se terrent dans une vaste demeure cependant que les extraterrestres sont à la recherche de leurs proies et de chair humaine fraîche.
Le petit groupe de rescapés se cache dans une vaste maison qu'ils pensent abandonnée, à tort. Les extraterrestres, maintenant hors de leur habitacle, cherchent leurs proies. Si les armes sont inéficaces, quelque chose semble pourtant les affaiblir. Un quelque chose qu'ils consomment : la chair humaine..."
6795508.001;TV;France 2;2019;Fiction;Plus de douze ans;Tranche horaire;"[Source iMedia]

Sommaire : 
- Armstrong a marché sur la lune, chéri
Un court métrage français réalisé par Jean-Jacques Vanier en 2014. Avec François Feroleto, Nicolas Koretzky, Agnès Arnau. Dans une jolie propriété, on fête les 40 ans d'un homme. Au milieu de la soirée, celui-ci doit conduire son chien aux urgences vétérinaires.
- Midnight Kids
Un court métrage français réalisé par Maxence Vassilyevitch en 2019. Portrait de jeunes inuits qui, face à la banquise et son horizon claustrophobique, jaillissent sous le soleil de minuit pour faire de leur ville un terrain de jeu.
- On a marché sur la Terre
Un court métrage français réalisé par Xavier Delagnes en 2019. Avec Raphaël Quenard, Jeanne Crémer, Béatrice Michel. En 2069, un scientifique et une militaire sont envoyés en mission pour rencontrer des extraterrestres et ramener des images de cette entrevue."
7026739.001;TV;Canal +;2020;Fiction;Déconseillé aux enfants;Emission simple;"[Source iMedia]
Une jeune femme amnésique et dotée de superpouvoirs s'allie à d'autres superhéros afin de se débarrasser d'extraterrestres envahisseurs.
Carol Danvers découvre un jour ses superpouvoirs. Elle ignore d'où ils viennent. Elle a d'ailleurs tout oublié de son passé. Les Skrulls, des extraterrestres, débarquent sur Terre afin de l'envahir. Ils disposent d'une arme redoutable, celle de prendre n'importe quelle apparence. Carol Danvers, devenue Captain Marvel, propose alors ses services à Nick Fury. La jeune femme fait partie de la communauté des Krees, des soldats d'élite aux pouvoirs surnaturels menés par Mar-Vell. Afin de maîtriser complètement ses capacités, elle s'entraîne et tente de faire la lumière sur ses origines..."
7277900.001;TV;ARTE;2020;Culture connaissance;Participation du public à distance;Emission composite;"[Source iMedia]

Sommaire : 
- Résister à la surveillance électronique généralisée

- Abstention aux élections, multiplication des cas de coronavirus
Iran : la République islamique est-elle à bout de souffle ?


[Source Kantar Media] : 
Résister à la surveillance électronique généralisée - Invité : Olivier Tesquet, journaliste à Télérama, spécialiste des questions numériques, auteur du livre ""À la trace, enquête sur les nouveaux territoires de la surveillance"", parue aux éditions Premier Parallèle. Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste. C'est une surveillance pernicieuse. En 1991 il avait un ingénieur qui travaillait chez Xerox, c' était vraiment pas Facebook ou ou Apple. Il avait conceptualiser l' informatique ubiquitaire.  
20:10:26 Portrait de l'invité. Il a travaillé pour Ovni. Il y a Wikileaks.  
20:11:37 Commentaire sur les informations, les données, les traces via Facebook, Twitter, Instagram.
Olivier Tesquet, journaliste à Télérama, spécialiste des questions numériques, auteur du livre ""À la trace, enquête sur les nouveaux territoires de la surveillance"", parue aux éditions Premier Parallèle, co-auteur du livre ""Dans la tête de Julian Assange"" parue aux éditions Solin / Actes Sud. Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste. 
20:14: 21 Concernant la reconnaissance facile, il y a eu des expériences dans deux lycées à Nice et à Marseille et la CNIL a dit non. 
20:14:39 Citation Google, Facebook, Amazon.
Olivier Tesquet, journaliste à Télérama, spécialiste des questions numériques, auteur du livre ""À la trace, enquête sur les nouveaux territoires de la surveillance"", parue aux éditions Premier Parallèle, co-auteur du livre ""Dans la tête de Julian Assange"" parue aux éditions Solin / Actes Sud. Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste.  
20:15: 32 Les Etats-Unis ont formulé dix-huit chefs d'accusation, notamment pour espionnage et piratage informatique.  
20:16:14 L'avocat Eric Dupond-Moretti est évoqué.

Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste. 
20:19: 39 Retour sur les dernières élections législatives en Iran, avec un taux de participation de 42,5%. 
20:20:02 Mention du crash de l'avion de ligne ukrainien abattu par l'armée iranienne. 
20:20:46 Interview d'Ayatollah Ali Khamenei.

Abstention aux élections, multiplication de cas de coronavirus / Iran : la République islamique est-elle à bout de souffle ? - Invités : Agnès Levallois, maître de recherche à la Fondation pour la recherche stratégique ;  Armin Arefi, journaliste spécialiste du Moyen-Orient au Point ; Thierry Caville, Chercheur à l'IRIS, spécialiste de l'Iran. Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste. Les conservateurs iraniens devraient obtenir 220 sièges sur les 290 du Parlement iranien. (source Reuters)
Des chiffres officiels font état de 12 morts pour 47 contaminations en Iran.  Cela porte le ratio de létalité à plus de 25%, ce qui est très supérieur à la Chine. Les sanctions américaines à l'égard de l'Iran ont provoqué indirectement une pénurie de médicaments. 
20:29:32 Agnès Levallois : la population iranienne est au courant de ce qui se passe. 
20:30:39 Thierry Caville : le cas du coronavirus suit le même scénario que le cas de l'avion Ukrain Airlines. Commentaires sur la situation politique actuelle en Iran.

Abstention aux éléctions, multiplication de cas de coronavirus / Iran : la République islamique est-elle à bout de souffle ? Invités : Agnès Levallois, maître de recherche à la Fondation pour la recherche stratégique ; Armin Arefi, journaliste spécialiste du Moyen-Orient au Point ; Thierry Caville, chercheur à l'IRIS, spécialiste de l'Iran. Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste. Washington surveille l'Iran.  
20: 33:42 Déclaration Mike Pompeo, le chef de la diplomatie américaine, qui appelle les Iraniens à se soulever. Débat et analyse. Il y a la question du nucléaire.  
20:36:20 Les réformateurs sont discrédités en Iran.

Abstention aux élections, multiplication de cas de coronavirus / Iran : la République islamique est-elle à bout de souffle ? Invités : Agnès Levallois, maître de recherche à la Fondation pour la recherche stratégique ; Armin Arefi, journaliste spécialiste du Moyen-Orient au Point ; Thierry Caville, chercheur à l'IRIS, spécialiste de l'Iran. Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste.  
20:37:57 Iran : Ali Khamenei fragilisé. Chronique politique et humoristique.
- Invités : Agnès Levallois, maître de recherche à la Fondation pour la recherche stratégique ;  Armin Arefi, journaliste spécialiste du Moyen-Orient au Point ; Thierry Caville, chercheur à l'IRIS, spécialiste de l'Iran. Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste. 
20:40:13 Interview Thierry Coville.

Abstention aux éléctions, multiplication de cas de coronavirus / Iran : la République islamique est-elle à bout de souffle ? - Invités : Agnès Levallois, maître de recherche à la Fondation pour la recherche stratégique ;  Armin Arefi, journaliste spécialiste du Moyen-Orient au Point ; Thierry Caville, chercheur à l'IRIS, spécialiste de l'Iran. Chroniqueurs : Nadia Daam, journaliste ; Frédéric Says, journaliste.

Quelle histoire : sous Louis XIV, les procès de Niclas Fouquet - Xavier Mauduit.

En Inde, ravalement de façade pour la visite de Donald Trump - François Saltiel."
7346369.001;TV;Canal +;2020;Fiction;Plus de douze ans;Emission simple;"[Source iMedia]
Un journaliste, qui enquête sur les projets d'un richissime scientifique, entre en contact avec une forme de vie extraterrestre extrêmement violente.
A San Francisco, Eddie Brock, journaliste impertinent, signe une interview qui lui coûte sa carrière et son futur mariage avec sa fiancée Anne Weying. Menant désormais une vie misérable, il est contacté par une scientifique qui lui demande d'enquêter sur les pratiques non éthiques de son patron, le richissime Carlton Drake. Mais au cours de cette enquête clandestine, Eddie est mis en contact avec une forme de vie extraterrestre extrêmement violente. Pour lui, c'est le début d'une nouvelle existence..."
7393928.001;TV;France 3;2020;Fiction;Programme jeunesse;Emission simple incluse;"https://www.france.tv/enfants/six-huit-ans/chien-pourri/chien-pourri-saison-1/1830479-chien-pourri-et-l-ovni.html
Alors que Chaplapla lit à Chien Pourri un livre de science-fiction illustré, Caniche et Basset jettent un aspirateur robot juste à côté d'eux. Chien Pourri est fou de joie, persuadé qu'un OVNI vient d'atterrir. Sautant sur l'appareil, Chaplapla est emporté et finit dans une cave. Dans le caniveau, Chien Pourri retrouve seulement l'OVNI. Qu'importe ! Il le rapporte à la poubelle, convaincu que Chaplapla est coincé dedans..."
