"";"*audiencefemme_0";"*audiencefemme_01";"*audiencefemme_02";"*audiencefemme_03";"*audiencefemme_04";"*audiencefemme_05";"*audiencefemme_06";"*audiencefemme_07";"*audiencefemme_08";"*audiencefemme_09";"*audiencefemme_1";"*audiencefemme_103";"*audiencefemme_11";"*audiencefemme_112";"*audiencefemme_116";"*audiencefemme_12";"*audiencefemme_128";"*audiencefemme_13";"*audiencefemme_135";"*audiencefemme_14";"*audiencefemme_141";"*audiencefemme_147";"*audiencefemme_15";"*audiencefemme_16";"*audiencefemme_17";"*audiencefemme_18";"*audiencefemme_19";"*audiencefemme_199";"*audiencefemme_2";"*audiencefemme_22";"*audiencefemme_23";"*audiencefemme_27";"*audiencefemme_28";"*audiencefemme_29";"*audiencefemme_3";"*audiencefemme_31";"*audiencefemme_34";"*audiencefemme_35";"*audiencefemme_36";"*audiencefemme_38";"*audiencefemme_41";"*audiencefemme_47";"*audiencefemme_49";"*audiencefemme_55";"*audiencefemme_61";"*audiencefemme_62";"*audiencefemme_63";"*audiencefemme_69";"*audiencefemme_76";"*audiencefemme_79";"*audiencefemme_8";"*audiencefemme_83";"*audiencefemme_85";"*audiencefemme_89";"*audiencefemme_9";"*audiencefemme_96"
"margot";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"équipe";0;0;2;2;0;3;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0
"vous";0;0;2;0;0;15;0;0;0;6;0;0;0;0;0;13;0;2;2;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sous";0;2;2;3;2;2;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"clair";0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"mal";1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"avant";0;1;0;0;0;1;1;3;0;2;0;0;0;0;0;2;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"spécialiste";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;13;1;0;0;0;0;0;5;0;0;2;0;0;1;2;3;8;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
"police";0;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mais";16;24;15;3;6;0;0;5;0;2;3;0;0;0;3;4;0;2;0;3;0;2;0;2;1;1;0;2;0;1;0;0;1;0;1;5;0;1;1;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"main";0;1;0;0;0;1;0;1;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"ancien";6;17;31;27;11;3;0;1;0;0;0;0;2;0;3;0;0;35;0;0;0;1;2;2;0;1;0;0;0;1;0;0;2;0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"agir";2;1;2;2;2;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"ministre";0;0;2;0;0;1;0;0;0;0;2;0;3;0;0;0;0;6;0;0;0;0;5;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chanson";0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0
"11";1;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;1;1;1;0;0;0;0;1;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
"10";0;0;0;1;0;2;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0
"13";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"12";0;0;0;0;0;1;0;1;0;1;0;0;3;0;0;6;0;2;0;1;0;0;2;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
"15";1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;3;0;0;8;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"17";1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"16";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"19";30;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;1;0;0;0;0;40;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
"18";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"trace";0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"extraire";4;0;0;0;0;3;0;0;0;0;1;2;18;0;1;0;0;7;15;0;0;0;27;0;0;3;0;0;0;5;0;0;9;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;0
"aventure";10;59;33;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nouveau";5;7;22;21;8;2;0;3;0;0;1;0;1;1;0;2;0;1;0;5;0;1;4;0;1;1;0;0;0;6;0;0;4;0;0;2;3;2;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"débarquer";2;4;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"parent";8;16;3;1;0;0;0;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"je";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lopez";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rugby";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tous";8;17;5;0;0;7;1;0;0;0;1;0;1;0;4;9;0;4;1;0;0;0;1;3;0;1;0;0;0;1;0;0;1;0;0;1;1;2;6;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
"tout";1;4;6;5;1;2;4;0;0;2;0;0;0;0;3;10;0;6;0;0;1;1;1;2;0;0;0;0;0;0;1;0;1;0;1;13;2;0;3;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;2;2
"côté";7;18;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"capable";0;1;3;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lorsque";7;17;3;1;1;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mars";0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"delage";0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pas";16;40;14;5;0;7;2;1;0;2;1;1;2;0;5;4;0;11;0;3;0;1;1;6;1;3;0;0;1;2;4;1;3;0;2;11;1;0;5;0;0;1;0;2;0;0;0;0;0;0;0;3;0;0;0;0
"starfire";7;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"new_yorkais";0;3;18;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"4";4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"davant";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mot";0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"christine";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"titan";15;31;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rappeler";1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"ex_membre";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"fils";0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"citation";1;0;0;0;0;11;0;0;0;0;0;0;1;0;0;0;0;15;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pourquoi";0;0;4;1;0;0;0;2;0;0;0;0;0;0;2;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"film";2;0;3;0;0;0;0;1;0;2;2;3;7;0;5;1;0;4;1;0;1;0;0;1;0;2;0;0;0;5;0;0;0;0;0;0;2;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;8;0
"important";0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"revenir";0;0;4;4;1;2;0;2;0;0;1;0;2;0;1;1;0;1;0;0;0;1;1;1;2;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"révéler";0;1;0;3;7;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"public";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"à";45;126;88;42;22;32;10;15;0;13;20;1;8;0;20;45;0;21;3;22;0;9;49;41;15;3;3;1;0;16;8;6;14;7;1;29;10;20;20;5;2;14;6;2;2;3;2;1;0;1;3;7;4;1;3;3
"agathe";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"des";54;84;121;110;73;49;20;9;1;6;9;5;11;1;28;10;5;74;8;22;3;6;18;28;24;17;5;1;2;6;6;0;16;6;1;17;21;21;19;1;0;11;8;0;2;19;0;2;0;2;0;13;10;3;5;1
"récit";1;1;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"csa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rapport";0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"par";14;33;24;21;7;12;2;2;1;0;4;2;9;0;17;11;0;10;1;14;0;3;11;9;4;5;3;1;1;5;3;0;3;0;0;9;4;7;6;2;0;2;2;0;0;5;1;0;1;3;2;5;3;1;1;1
"trois";0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"24";1;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25";2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"26";0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27";5;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"21";2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;20;0;0;0;0;3;0;0;0;0;0;0;17;0;0;14;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"22";2;0;0;0;0;8;0;0;0;0;0;0;4;0;0;0;0;14;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"23";2;0;0;0;0;20;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"28";2;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"29";1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"etienne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;10;0;0;11;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"association";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"porte";0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;16;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"président";0;0;0;0;1;0;0;1;0;0;1;0;3;0;0;0;0;12;0;1;0;0;5;3;0;0;0;0;1;1;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"troisième";0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dont";2;1;1;1;1;2;0;1;0;0;0;0;0;0;2;0;0;2;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"cirque";7;16;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"travail";0;0;0;0;0;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pari";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;1;0;1;1;2;2;0;1;0;0;0;0;0;3;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"part";1;0;1;0;0;1;1;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"dossier";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"gasnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;18;0;0;11;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"recevoir";0;0;6;0;1;1;0;0;0;0;4;0;0;0;1;0;0;4;0;1;0;0;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0
"témoignage";1;0;0;0;0;1;1;0;0;0;2;0;0;0;0;1;0;2;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"expert";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"point";0;0;2;3;0;2;0;0;1;1;0;0;0;0;0;2;0;2;0;1;0;0;5;0;0;1;0;0;0;1;0;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"secret";1;0;1;5;5;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mener";0;1;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"puis";0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;0;1;2;2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"moment";0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"travers";3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"entre";0;0;0;1;0;2;0;0;0;0;0;0;2;1;1;1;0;3;0;1;0;1;5;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
"salvatore";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"y";3;5;3;8;3;2;0;1;1;0;0;0;0;0;6;1;0;4;0;0;0;4;4;1;0;2;0;0;0;2;1;0;4;0;0;4;3;0;3;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0
"depuis";0;1;6;6;0;2;3;2;0;0;0;0;0;0;3;0;0;3;0;0;0;1;1;2;1;1;0;0;0;1;0;0;1;1;0;1;2;2;3;0;0;2;1;0;0;2;0;0;0;0;0;1;0;0;0;0
"jimmy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"dewalle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"avenir";4;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"conseil";1;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"travailler";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;4;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"lointain";7;16;3;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"elles";1;1;3;7;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"invité";7;1;0;0;0;1;0;0;0;0;0;0;4;0;0;3;0;10;1;2;0;0;5;2;0;0;0;0;1;5;2;0;3;0;0;2;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"objet";0;1;3;5;0;2;0;0;0;0;0;0;1;0;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"39";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"38";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33";1;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"31";2;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"30";1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;10;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0
