"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"suggérer";-0,3493;-0,7195;-0,6175;4,8298;4,3486;0,3231;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;-0,1622;-0,0116;-0,4134;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;-0,1295;-0,0533;-0,0124;-0,1327;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;-0,1649;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;-0,052;-0,0104
"afin";-0,2687;-0,5534;-0,475;0,2676;-0,1493;-0,2154;-0,0401;0,8704;-0,0061;-0,0257;0,8764;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;1,7974;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;0,6882;-0,041;3,6718;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;0,5963;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;1,7042;-0,04;-0,008
"famille";-0,6181;-0,6574;-0,245;-0,7759;-0,3434;-0,4956;-0,0923;1,3692;-0,014;-0,0592;-0,1425;-0,0334;-0,2067;-0,0233;-0,2393;-0,2871;-0,0205;-0,7316;1,0155;-0,2004;-0,0202;1,7383;-0,4068;-0,286;1,5006;0,6377;-0,0269;-0,0259;-0,0124;-0,2292;1,7086;-0,022;-0,2348;-0,0519;-0,0249;4,4094;-0,1843;-0,1669;0,3104;-0,0184;-0,0116;-0,1268;-0,0371;-0,0249;-0,0267;-0,0878;-0,0181;-0,0223;1,3592;-0,0246;-0,0236;-0,0847;1,9069;-0,0199;-0,092;-0,0184
"vivre";0,2242;-1,8269;0,3462;-0,5491;0,5127;-0,7111;-0,1324;-0,2075;-0,0201;-0,0849;-0,2045;-0,048;-0,2967;-0,0334;0,2625;0,2128;-0,0294;-1,0498;-0,0632;-0,2876;-0,029;0,5858;-0,5837;0,2137;-0,1755;-0,1631;-0,0387;-0,0372;-0,0178;-0,3289;0,5722;-0,0316;-0,3369;-0,0744;2,5129;7,6874;2,5269;-0,2396;0,6098;-0,0264;-0,0167;0,4657;-0,0532;-0,0357;-0,0383;-0,126;-0,026;-0,032;-0,0279;-0,0353;-0,0338;-0,1215;-0,1062;-0,0286;-0,132;-0,0264
"comportement";-0,4299;-0,8856;-0,76;-0,5397;-0,2389;16,3946;-0,0642;-0,1006;-0,0097;-0,0411;-0,0991;-0,0233;-0,1438;-0,0162;-0,1664;-0,1997;-0,0142;-0,5089;-0,0307;-0,1394;-0,014;-0,0633;-0,283;-0,1989;-0,0851;-0,0791;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;-0,0361;-0,0173;-0,2047;-0,1282;-0,1161;-0,203;-0,0128;-0,0081;-0,0882;-0,0258;-0,0173;-0,0186;-0,0611;1,5435;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;0,9517;-0,0139;-0,064;-0,0128
"créer";0,6456;0,5786;-0,2757;0,5084;-0,2239;-0,3232;-0,0602;0,7096;-0,0091;-0,0386;-0,0929;-0,0218;-0,1348;-0,0152;-0,156;-0,1872;-0,0133;-0,4771;-0,0287;0,5853;-0,0132;-0,0593;0,34;0,457;-0,0798;-0,0741;-0,0176;-0,0169;-0,0081;-0,1495;0,8792;-0,0144;-0,1531;-0,0338;-0,0162;1,1622;-0,1202;-0,1089;-0,1903;-0,012;-0,0076;-0,0827;-0,0242;-0,0162;-0,0174;-0,0573;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;-0,0552;-0,0483;-0,013;-0,06;-0,012
"acteur";-0,3766;-1,7715;-1,5203;-1,0797;-0,4778;-0,6896;-0,1284;-0,2012;-0,0195;-0,0823;-0,1983;-0,0465;18,4378;-0,0324;0,2713;0,2208;-0,0285;-1,0179;-0,0613;-0,2789;-0,0281;-0,1266;-0,566;-0,398;0,4891;0,5153;-0,0375;-0,036;-0,0173;8,8525;-0,1313;-0,0306;-0,3267;-0,0722;-0,0346;-0,4095;-0,2565;-0,2323;-0,4061;-0,0256;-0,0162;0,4765;-0,0516;-0,0346;-0,0371;-0,1222;-0,0252;-0,031;-0,027;-0,0342;-0,0328;-0,1178;-0,103;-0,0277;-0,128;-0,0256
"sauver";4,4226;15,2595;0,3846;-1,23;-0,3947;-1,2718;-0,2368;-0,3711;-0,0359;-0,1518;-0,3657;-0,0858;-0,5306;-0,0598;-0,2281;-0,7368;-0,0525;-1,8775;-0,1131;-0,5143;-0,0518;-0,2334;-1,044;-0,734;-0,3139;-0,2918;-0,0691;-0,0665;-0,0319;-0,5883;-0,2421;-0,0565;-0,6025;-0,1331;-0,0638;-0,7552;-0,473;-0,4284;-0,7491;-0,0472;-0,0299;-0,3254;-0,0951;-0,0638;-0,0685;-0,2254;2,2855;-0,0572;-0,0498;-0,0631;-0,0605;0,4048;-0,1899;-0,0512;-0,2361;-0,0472
"entraîner";3,0718;8,2166;0,2674;-0,9109;-0,4032;-0,5818;-0,1083;-0,1698;-0,0164;-0,0694;-0,1673;-0,0392;-0,2427;-0,0274;-0,2809;-0,337;-0,024;-0,8588;-0,0517;-0,2353;-0,0237;-0,1068;-0,4776;-0,3358;-0,1436;-0,1335;-0,0316;-0,0304;-0,0146;-0,2691;-0,1108;-0,0258;-0,2756;-0,0609;-0,0292;-0,3455;-0,2164;-0,196;-0,3426;-0,0216;-0,0137;-0,1488;-0,0435;-0,0292;-0,0313;-0,1031;-0,0213;-0,0261;-0,0228;-0,0289;-0,0277;-0,0994;0,7416;-0,0234;-0,108;-0,0216
"école";4,7083;-0,8856;-0,3052;-0,5397;-0,2389;-0,3447;-0,0642;-0,1006;-0,0097;1,0439;-0,0991;-0,0233;-0,1438;-0,0162;-0,1664;-0,1997;-0,0142;-0,1633;1,1665;-0,1394;-0,014;-0,0633;0,3199;0,4347;-0,0851;-0,0791;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;-0,0361;-0,0173;0,425;-0,1282;1,5496;-0,203;-0,0128;-0,0081;-0,0882;-0,0258;-0,0173;-0,0186;-0,0611;-0,0126;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;-0,0515;-0,0139;-0,064;-0,0128
"syndicat";-0,3762;-0,7749;-0,665;-0,4722;-0,209;18,434;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;-0,4452;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;-0,1122;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"julien";-1,3173;-2,7133;-2,3285;-1,6536;-0,7319;-1,0561;-0,1966;-0,3082;-0,0298;-0,1261;0,2984;-0,0712;4,2233;-0,0497;-0,5099;-0,6118;-0,0436;-1,5591;-0,0939;-0,4271;-0,043;-0,1938;6,4378;-0,6095;-0,2607;-0,2423;-0,0574;-0,0552;-0,0265;6,8987;-0,2011;-0,0469;7,8866;-0,1105;-0,053;-0,6271;-0,3928;-0,3558;4,138;-0,0392;-0,0248;-0,2702;-0,079;-0,053;-0,0569;-0,1872;-0,0386;-0,0475;-0,0414;-0,0524;-0,0502;-0,1805;-0,1577;-0,0425;-0,1961;-0,0392
"cabrol";-0,2956;-0,6088;-0,5225;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;10,9774;-0,0451;-0,0105;2,7468;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"02";-0,4837;-0,9963;-0,855;-0,6072;-0,2687;0,2287;-0,0722;-0,1132;-0,0109;-0,0463;-0,1115;-0,0262;0,5072;-0,0182;-0,1872;-0,2247;-0,016;-0,1981;-0,0345;-0,1568;-0,0158;-0,0712;3,2544;-0,2238;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;1,2086;-0,0738;-0,0172;3,1664;-0,0406;-0,0195;-0,2303;-0,1442;-0,1306;0,3883;-0,0144;-0,0091;-0,0992;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;-0,0579;-0,0156;3,25;-0,0144
"voyage";-0,645;-1,3285;-1,1401;-0,8097;-0,3583;1,5725;-0,0963;-0,1509;-0,0146;-0,0617;-0,1487;-0,0349;-0,2157;-0,0243;-0,2497;-0,2996;-0,0213;6,6492;-0,046;-0,2091;-0,0211;-0,0949;-0,4245;0,3036;1,4662;-0,1186;-0,0281;-0,027;-0,013;-0,2392;-0,0984;-0,023;0,9734;-0,0541;-0,0259;0,2951;0,4464;-0,1742;-0,3046;-0,0192;-0,0122;0,5807;-0,0387;-0,0259;-0,0278;-0,0916;-0,0189;-0,0232;-0,0203;-0,0257;-0,0246;-0,0884;0,7881;-0,0208;-0,096;-0,0192
"00";-0,3072;-1,55;-1,3302;-0,9446;-0,4181;12,4388;-0,1123;-0,1761;-0,017;-0,072;-0,1735;-0,0407;1,7177;-0,0284;-0,2913;-0,3495;-0,0249;0,8802;-0,0537;-0,244;-0,0246;-0,1107;-0,1599;-0,3482;-0,1489;-0,1384;-0,0328;-0,0315;-0,0151;0,8792;-0,1149;-0,0268;-0,2858;-0,0631;-0,0303;-0,3583;-0,2244;-0,2032;0,716;-0,0224;-0,0142;-0,1543;-0,0451;-0,0303;-0,0325;-0,1069;-0,0221;-0,0271;-0,0236;-0,03;-0,0287;-0,1031;-0,0901;-0,0243;-0,112;-0,0224
"01";-0,5643;-1,1624;-0,9976;-0,7084;-0,3135;-0,1368;-0,0842;-0,132;-0,0128;-0,054;-0,1301;-0,0305;1,1671;-0,0213;-0,2185;-0,2621;-0,0187;1,8634;-0,0402;-0,183;-0,0184;-0,083;0,6913;-0,2611;-0,1117;-0,1038;-0,0246;-0,0236;-0,0113;2,9371;-0,0861;-0,0201;1,9153;-0,0474;-0,0227;-0,2687;-0,1683;-0,1524;1,6676;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;-0,0225;-0,0215;-0,0773;-0,0676;-0,0182;0,7549;-0,0168
"06";0,6456;-0,8302;-0,7125;-0,506;-0,2239;0,7897;-0,0602;-0,0943;-0,0091;-0,0386;-0,0929;-0,0218;0,5737;-0,0152;-0,156;-0,1872;-0,0133;-0,4771;-0,0287;-0,1307;-0,0132;-0,0593;-0,2653;-0,1865;-0,0798;-0,0741;-0,0176;-0,0169;-0,0081;1,3529;-0,0615;-0,0144;1,3343;-0,0338;-0,0162;-0,1919;-0,1202;-0,1089;0,45;-0,012;-0,0076;-0,0827;-0,0242;-0,0162;-0,0174;-0,0573;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;-0,0552;-0,0483;-0,013;6,7568;-0,012
"07";-0,5912;-1,2178;-1,0451;-0,7422;-0,3285;-0,474;-0,0882;-0,1383;-0,0134;-0,0566;-0,1363;-0,032;-0,1977;-0,0223;-0,2289;-0,2746;-0,0196;2,4648;-0,0422;-0,1917;-0,0193;-0,087;0,2278;-0,2736;-0,117;-0,1087;-0,0258;-0,0248;-0,0119;1,0552;-0,0902;-0,0211;1,0377;-0,0496;-0,0238;-0,2815;-0,1763;-0,1597;0,8824;-0,0176;-0,0111;-0,1213;-0,0354;-0,0238;-0,0255;-0,084;-0,0173;-0,0213;-0,0186;-0,0235;-0,0225;-0,081;-0,0708;-0,0191;12,7338;-0,0176
"04";-0,4837;-0,9963;-0,855;-0,6072;-0,2687;0,2287;-0,0722;-0,1132;-0,0109;-0,0463;-0,1115;-0,0262;1,2873;-0,0182;-0,1872;-0,2247;-0,016;0,8865;-0,0345;-0,1568;-0,0158;-0,0712;-0,3183;-0,2238;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;0,4706;-0,0738;-0,0172;5,6468;-0,0406;-0,0195;-0,2303;-0,1442;-0,1306;0,3883;-0,0144;-0,0091;-0,0992;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;-0,0579;-0,0156;4,7173;-0,0144
"05";-0,6181;-1,2731;-1,0926;-0,7759;-0,3434;2,3691;-0,0923;-0,1446;-0,014;-0,0592;-0,1425;-0,0334;0,4216;-0,0233;-0,2393;-0,2871;-0,0205;1,1258;-0,0441;-0,2004;-0,0202;-0,0909;0,6321;-0,286;-0,1223;-0,1137;-0,0269;-0,0259;-0,0124;1,022;-0,0943;-0,022;0,3793;-0,0519;-0,0249;-0,2943;-0,1843;-0,1669;0,3104;-0,0184;-0,0116;-0,1268;-0,0371;-0,0249;-0,0267;-0,0878;-0,0181;-0,0223;-0,0194;-0,0246;-0,0236;-0,0847;-0,074;-0,0199;8,9562;-0,0184
"08";-0,4568;-0,9409;-0,8075;-0,5735;-0,2538;0,7042;-0,0682;-0,1069;-0,0103;-0,0437;-0,1053;-0,0247;-0,1528;-0,0172;-0,1768;5,3169;-0,0151;0,4685;-0,0326;-0,1481;-0,0149;-0,0672;-0,3006;-0,2114;-0,0904;-0,084;-0,0199;-0,0191;-0,0092;0,4908;-0,0697;-0,0163;0,4823;-0,0383;-0,0184;-0,2175;-0,1362;-0,1234;0,4073;-0,0136;-0,0086;-0,0937;-0,0274;-0,0184;-0,0197;-0,0649;-0,0134;-0,0165;-0,0144;-0,0182;-0,0174;-0,0626;-0,0547;-0,0147;4,8233;-0,0136
"09";0,5311;-0,9963;-0,855;-0,6072;-0,2687;1,2708;-0,0722;-0,1132;-0,0109;-0,0463;-0,1115;-0,0262;-0,1618;-0,0182;-0,1872;-0,2247;-0,016;-0,1981;-0,0345;-0,1568;-0,0158;-0,0712;0,7959;-0,2238;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;2,1334;-0,0738;-0,0172;1,1905;-0,0406;-0,0195;-0,2303;-0,1442;-0,1306;0,3883;-0,0144;-0,0091;-0,0992;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;-0,0579;-0,0156;4,7173;-0,0144
"une";1,0471;8,3164;2,0933;-0,8743;0,9318;-2,8846;0,9038;-1,2753;0,2322;0,2965;-0,4708;-0,4201;-0,3154;0,3677;0,963;-0,5148;-0,5603;-6,347;-0,6263;-0,5208;-0,5532;1,5457;-2,252;-0,9972;-0,6454;-1,5747;-0,7378;-0,2863;-0,3403;-1,0136;0,8624;-0,2225;-2,9778;0,6491;0,6913;2,524;-0,9443;-0,5374;-1,5557;0,4958;0,7831;-0,4884;0,3889;1,1505;2,1755;-0,2731;0,9804;0,3909;-0,1824;1,7159;0,3621;-0,4078;-0,4939;2,0814;-1,1382;-0,167
"scientifique";-0,2224;0,3159;0,2485;0,8209;0,4327;-0,8189;-0,1525;0,3735;-0,0231;-0,0977;0,3782;-0,0552;-0,3416;-0,0385;0,6445;-0,4744;-0,0338;-0,3084;-0,0728;-0,3312;-0,0334;0,5338;-0,6722;1,0393;-0,2021;2,0434;-0,0445;-0,0428;-0,0205;-0,3788;-0,1559;-0,0364;-0,388;-0,0857;-0,0411;-0,4863;0,8157;-0,2759;-0,1544;-0,0304;-0,0192;-0,2095;-0,0612;-0,0411;-0,0441;2,3501;-0,0299;-0,0368;-0,0321;-0,0407;-0,0389;0,5599;-0,1223;-0,0329;-0,152;-0,0304
"aller";0,6634;0,2755;-0,6948;0,2343;-0,5974;0,2344;-0,1605;-0,2515;-0,0243;-0,1029;-0,2479;-0,0581;-0,3596;-0,0405;-0,4162;3,0666;-0,0356;-1,2726;-0,0767;-0,3486;-0,0351;0,5153;-0,7076;-0,1625;0,4119;0,4368;-0,0469;-0,0451;-0,0216;0,6388;-0,1641;-0,0383;1,8661;-0,0902;-0,0433;0,4894;-0,3206;-0,2904;0,494;-0,032;-0,0203;0,3999;-0,0645;-0,0433;-0,0464;-0,1528;-0,0315;-0,0387;-0,0338;-0,0428;-0,041;-0,1473;-0,1287;2,5357;0,5112;-0,032
"servir";-0,2956;0,4137;-0,1662;1,3599;0,5019;-0,237;2,358;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;0,567;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;-0,0881;0,7749;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"il";-0,2905;0,5422;0,399;2,7645;1,4818;-2,1774;0,4527;-0,2299;-0,2596;-1,0988;-0,2195;-0,6209;-2,841;-0,433;0,8669;-1,0776;-0,38;-3,5796;-0,8187;-2,7356;-0,3752;0,7206;-0,4308;0,3734;-0,966;3,3996;-0,5004;-0,4811;-0,2308;0,4306;5,4724;-0,4089;-0,4635;0,4227;1,0472;-2,2735;3,4384;-0,3552;-0,3643;1,3599;-0,2163;1,3493;-0,2739;0,5451;-0,1633;0,5005;0,2681;-0,4137;-0,3607;-0,457;-0,1335;1,1532;-0,21;-0,3704;-1,7088;-0,3415
"théoricien";-0,7525;-1,55;1,671;6,5379;4,5032;-0,6033;1,5654;-0,1761;-0,017;-0,072;-0,1735;-0,0407;-0,2517;-0,0284;-0,2913;-0,3495;-0,0249;-0,8906;-0,0537;-0,244;-0,0246;-0,1107;-0,4953;-0,3482;-0,1489;-0,1384;-0,0328;-0,0315;-0,0151;-0,2791;-0,1149;-0,0268;-0,2858;-0,0631;-0,0303;-0,3583;-0,2244;-0,2032;-0,3553;-0,0224;-0,0142;-0,1543;-0,0451;-0,0303;-0,0325;-0,1069;-0,0221;-0,0271;-0,0236;-0,03;-0,0287;-0,1031;-0,0901;-0,0243;-0,112;-0,0224
"quand";1,4678;0,3301;-0,2028;-0,7084;-0,3135;-0,4525;0,7538;-0,132;-0,0128;-0,054;3,7064;-0,0305;-0,1888;-0,0213;-0,2185;0,3438;-0,0187;-0,6679;-0,0402;-0,183;-0,0184;-0,083;0,2405;0,345;-0,1117;0,6725;-0,0246;-0,0236;-0,0113;-0,2093;-0,0861;-0,0201;-0,2143;-0,0474;-0,0227;-0,2687;-0,1683;-0,1524;0,9157;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;1,2975;-0,0215;-0,0773;-0,0676;-0,0182;-0,084;-0,0168
"livre";2,6446;-1,4057;-1,9006;0,2343;-0,5974;-0,3797;-0,1605;0,9486;-0,0243;0,6758;0,3616;-0,0581;0,2494;-0,0405;0,2101;-0,4994;-0,0356;-0,666;-0,0767;-0,3486;-0,0351;-0,1582;1,683;0,5056;2,8543;-0,1978;-0,0469;-0,0451;-0,0216;2,6942;-0,1641;-0,0383;0,215;-0,0902;-0,0433;-0,5119;-0,3206;0,3119;-0,1679;-0,032;-0,0203;-0,2205;-0,0645;-0,0433;-0,0464;0,5279;-0,0315;-0,0387;-0,0338;-0,0428;-0,041;-0,1473;-0,1287;-0,0347;-0,16;-0,032
"elle";-3,2318;-4,7835;-2,7083;-0,3268;-2,3783;-0,6705;-0,6389;0,3973;-0,0968;0,617;-0,9869;-0,2315;-0,4375;-0,1614;-1,6571;-1,9881;-0,1417;-3,1309;-0,3052;-0,2135;-0,1399;1,8178;-0,4115;-0,468;-0,3749;-0,7873;-0,1866;-0,1794;-0,086;0,3118;-0,2529;0,5287;1,91;-0,3592;1,2238;29,8051;-0,3544;4,1243;-1,2629;2,4966;-0,0807;-0,1704;-0,2566;1,2238;-0,1848;-0,6082;-0,1255;-0,1542;-0,1345;0,4887;0,5041;-0,2138;16,9175;-0,1381;-0,6371;1,4588
"revel";-0,3224;-0,6641;-0,57;-0,4048;-0,1791;0,3482;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;11,6211;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"super";8,6995;13,4893;-0,2715;-2,0927;0,8035;-1,3365;-0,2488;-0,39;-0,0377;-0,1595;-0,3843;-0,0901;-0,5576;-0,0629;-0,6453;-0,3255;-0,0552;-1,9731;-0,1189;-0,5405;-0,0545;-0,2453;-1,0971;-0,7714;-0,3299;-0,3066;-0,0727;-0,0699;-0,0335;-0,6182;-0,2544;-0,0594;-0,6332;-0,1399;-0,0671;-0,7937;-0,4971;-0,4502;-0,7872;-0,0496;-0,0314;-0,3419;-0,0999;-0,0671;-0,072;-0,2368;-0,0489;-0,0601;-0,0524;-0,0664;-0,0636;-0,2284;-0,1996;-0,0538;-0,2481;-0,0496
"magazine";-0,3224;-0,6641;-0,57;-0,4048;-0,1791;-0,2585;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;4,9166;-0,0107;0,2331;-0,023;1,6425;-0,0105;-0,0474;-0,2122;0,5365;-0,0638;-0,0593;-0,0141;-0,0135;1,8294;-0,1196;-0,0492;-0,0115;0,6095;-0,0271;-0,013;0,5261;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"lieu";-0,4031;-0,3475;-0,2757;1,0154;0,3948;-0,3232;0,8882;-0,0943;-0,0091;-0,0386;-0,0929;-0,0218;-0,1348;-0,0152;0,5203;0,4557;-0,0133;-0,1467;-0,0287;-0,1307;-0,0132;0,894;-0,2653;-0,1865;-0,0798;0,8043;-0,0176;-0,0169;-0,0081;-0,1495;-0,0615;-0,0144;-0,1531;-0,0338;-0,0162;-0,1919;-0,1202;-0,1089;-0,1903;-0,012;-0,0076;-0,0827;-0,0242;-0,0162;1,406;-0,0573;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;0,923;0,9782;-0,013;-0,06;-0,012
"batman";5,2599;15,0881;0,3798;-1,6874;-0,7468;-1,0777;-0,2006;-0,3145;-0,0304;-0,1286;-0,3099;-0,0727;-0,4496;-0,0507;-0,5203;-0,6243;-0,0445;-1,5909;-0,0958;-0,4358;-0,0439;-0,1978;-0,8846;-0,622;-0,266;-0,2472;-0,0586;-0,0563;-0,027;-0,4985;-0,2052;-0,0479;-0,5105;-0,1128;-0,0541;-0,6399;-0,4008;-0,363;-0,6347;-0,04;-0,0253;-0,2757;-0,0806;-0,0541;-0,058;-0,191;-0,0394;-0,0484;-0,0422;-0,0535;-0,0513;-0,1842;-0,1609;-0,0434;0,4328;-0,04
"très";-0,7012;-1,2444;-0,6215;-1,6536;-0,7319;-1,0561;-0,1966;0,294;-0,0298;0,5987;0,2984;-0,0712;-0,134;-0,0497;2,9937;1,9102;-0,0436;-0,4973;-0,0939;0,2035;-0,043;-0,1938;-0,3842;0,3934;0,3455;1,7437;-0,0574;-0,0552;-0,0265;-0,1584;-0,2011;-0,0469;-0,5003;-0,1105;-0,053;1,8681;-0,3928;-0,3558;2,5635;-0,0392;-0,0248;0,8966;-0,079;-0,053;-0,0569;0,4558;-0,0386;0,9849;1,0415;-0,0524;0,9617;-0,1805;-0,1577;-0,0425;-0,1961;-0,0392
"mystérieux";-0,5106;-0,4974;0,5032;1,9539;1,604;1,9275;-0,0762;-0,1195;-0,0115;-0,0489;-0,1177;-0,0276;-0,1708;-0,0193;-0,1976;-0,2371;-0,0169;-0,6043;-0,0364;-0,1655;-0,0167;-0,0751;-0,336;-0,2363;-0,101;1,716;-0,0223;-0,0214;-0,0103;-0,1893;-0,0779;-0,0182;-0,1939;-0,0428;-0,0205;-0,2431;-0,1523;-0,1379;-0,2411;-0,0152;-0,0096;-0,1047;-0,0306;-0,0205;1,3056;-0,0725;-0,015;-0,0184;-0,016;-0,0203;-0,0195;-0,07;-0,0611;-0,0165;-0,076;-0,0152
"petit";-0,9077;28,0405;12,337;-3,2949;-1,7771;-4,8826;-0,4163;-0,7898;-0,1377;-0,5828;-0,4233;-0,3293;-2,0368;1,0098;-1,0228;-1,946;-0,2015;-4,9859;-0,4342;-1,9744;0,4347;-0,896;-4,0079;-0,6328;-0,6253;-1,1201;-0,2654;-0,2552;-0,1224;-2,2582;2,2383;-0,2169;-1,5065;-0,511;-0,245;-2,0074;-1,0972;-0,5611;1,5014;-0,1811;0,6341;-1,249;0,69;-0,245;0,3429;0,2292;-0,1786;-0,2194;0,4482;0,3688;-0,2322;1,3619;-0,729;-0,1964;-0,4146;-0,1811
